,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
1784,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,2,Azhar Ali,53,164.0,195,0,8,4.4,340
1785,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,3,KC Sangakkara,51,91.0,122,0,5,0.5,181
1786,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,4,Azhar Ali,7,25.0,27,0,20,4.6,87
1787,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",1,KA Edwards,15,40.0,37,0,25,11.6,304
1788,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",2,R Dravid,54,111.0,179,0,89,12.3,209
1789,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",3,KA Edwards,33,80.0,92,0,0,1.4,180
1790,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",4,R Dravid,31,101.0,154,0,51,9.5,276
1791,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",1,SE Marsh,44,101.0,157,0,9,4.3,284
1792,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",2,HM Amla,3,16.0,31,0,24,6.5,96
1793,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",3,RT Ponting,0,12.0,23,0,4,0.3,47
1794,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",4,HM Amla,112,134.0,184,0,27,6.4,236
1795,"14,15,16,17 November 2011 ",2011/12,2017,"Eden Gardens, Kolkata",1,R Dravid,119,207.0,295,0,66,12.1,631
1796,"14,15,16,17 November 2011 ",2011/12,2017,"Eden Gardens, Kolkata",2,KA Edwards,16,47.0,47,0,3,1.2,153
1797,"14,15,16,17 November 2011 ",2011/12,2017,"Eden Gardens, Kolkata",3,KA Edwards,60,128.0,187,0,23,4.2,463
1798,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",1,HM Amla,19,70.0,117,0,24,6.4,266
1799,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",2,UT Khawaja,12,57.0,114,0,174,36.3,296
1800,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",3,HM Amla,105,243.0,332,0,40,7.2,339
1801,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",4,UT Khawaja,65,110.0,166,0,0,0.2,310
1802,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",1,KA Edwards,86,165.0,208,0,137,52.5,590
1803,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",2,R Dravid,82,149.0,191,0,67,14.3,482
1804,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",3,KA Edwards,17,24.0,25,0,6,4.1,134
1805,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",4,R Dravid,33,49.0,82,0,19,4.3,242
1806,"1,2,3,4 December 2011 ",2011/12,2020,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,KS Williamson,19,33.0,45,0,44,10.5,295
1807,"1,2,3,4 December 2011 ",2011/12,2020,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,UT Khawaja,38,77.0,125,0,3,1.1,427
1808,"1,2,3,4 December 2011 ",2011/12,2020,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,DAJ Bracewell,2,20.0,29,0,10,6.1,150
1809,"1,2,3,4 December 2011 ",2011/12,2020,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,UT Khawaja,0,4.0,5,1,11,1.2,19
1810,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",1,JD Ryder,0,6.0,10,0,10,1.2,150
1811,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",2,UT Khawaja,7,51.0,78,0,7,2.1,136
1812,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",3,JD Ryder,16,28.0,48,0,36,11.4,226
1813,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",4,UT Khawaja,23,48.0,67,0,72,20.5,233
1814,"9,10,11,12 December 2011 ",2011/12,2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Shahriar Nafees,0,5.0,10,0,17,6.4,135
1815,"9,10,11,12 December 2011 ",2011/12,2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Azhar Ali,26,80.0,73,0,164,53.1,594
1816,"9,10,11,12 December 2011 ",2011/12,2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Shahriar Nafees,28,35.0,43.0,0,24,7.5,275
1817,"15,16,17 December 2011 ",2011/12,2023,"SuperSport Park, Centurion",1,KC Sangakkara,1,3.0,3,0,11,4.4,180
1818,"15,16,17 December 2011 ",2011/12,2023,"SuperSport Park, Centurion",2,DW Steyn,0,5.0,13,0,88,32.5,411
1819,"15,16,17 December 2011 ",2011/12,2023,"SuperSport Park, Centurion",3,KC Sangakkara,2,8.0,17,0,11,3.5,150
1820,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Shahriar Nafees,97,177.0,274,0,0,1.6,338
1821,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",2,Azhar Ali,57,147.0,205,0,23,4.1,470
1822,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Shahriar Nafees,0,1.0,1,0,24,4.5,234
1823,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",4,Azhar Ali,34,43.0,65,0,7,6.2,107
1824,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,1,SE Marsh,0,6.0,11,0,46,13.1,333
1825,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,2,R Dravid,68,187.0,249,0,22,7.5,282
1826,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,3,SE Marsh,3,11.0,25,0,13,7.1,240
1827,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,4,R Dravid,10,29.0,59,0,17,5.6,169
1828,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",1,KC Sangakkara,0,3.0,7,0,35,8.6,338
1829,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",2,HM Amla,54,83.0,129,0,22,7.2,168
1830,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",3,KC Sangakkara,108,190.0,289,0,4,1.3,279
1831,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",4,HM Amla,51,81.0,99,0,37,9.5,241
1832,"3,4,5,6 January 2012 ",2011/12,2027,Sydney Cricket Ground,1,R Dravid,5,33.0,42,0,0,0.3,191
1833,"3,4,5,6 January 2012 ",2011/12,2027,Sydney Cricket Ground,2,SE Marsh,0,1.0,4,0,8,0.6,659
1834,"3,4,5,6 January 2012 ",2011/12,2027,Sydney Cricket Ground,3,R Dravid,29,73.0,100,0,18,3.3,400
1835,"3,4,5,6 January 2012 ",2011/12,2028,"Newlands, Cape Town",1,HM Amla,16,32.0,43,0,25,4.1,580
1836,"3,4,5,6 January 2012 ",2011/12,2028,"Newlands, Cape Town",2,KC Sangakkara,35,75.0,110,0,70,14.4,239
1837,"3,4,5,6 January 2012 ",2011/12,2028,"Newlands, Cape Town",3,KC Sangakkara,34,89.0,125,0,12,3.5,342
1838,"13,14,15 January 2012 ",2011/12,2029,"W.A.C.A. Ground, Perth",1,R Dravid,9,35.0,40,0,4,3.2,161
1839,"13,14,15 January 2012 ",2011/12,2029,"W.A.C.A. Ground, Perth",2,SE Marsh,11,19.0,20,0,214,38.5,369
1840,"13,14,15 January 2012 ",2011/12,2029,"W.A.C.A. Ground, Perth",3,R Dravid,47,114.0,177,0,24,10.2,171
1841,"17,18,19 January 2012 ",2011/12,2030,Dubai International Cricket Stadium,1,IJL Trott,17,29.0,29,0,10,5.3,192
1842,"17,18,19 January 2012 ",2011/12,2030,Dubai International Cricket Stadium,2,Azhar Ali,1,8.0,15,0,114,35.5,338
1843,"17,18,19 January 2012 ",2011/12,2030,Dubai International Cricket Stadium,3,IJL Trott,49,111.0,158,0,6,4.5,160
1844,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,1,SE Marsh,3,12.0,10,0,26,6.5,604
1845,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,2,R Dravid,1,9.0,8,0,26,5.1,272
1846,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,3,SE Marsh,0,4.0,5,0,39,9.6,167
1847,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,4,R Dravid,25,71.0,95,0,14,4.3,201
1848,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",1,Azhar Ali,24,68.0,78,0,51,18.3,257
1849,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",2,IJL Trott,74,158.0,199,0,27,13.2,327
1850,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",3,Azhar Ali,68,195.0,253,0,29,11.4,214
1851,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",4,IR Bell,3,3.0,13,0,21,14.6,72
1852,"26,27,28 January 2012 ",2011/12,2033,"McLean Park, Napier",1,KS Williamson,4,8.0,18,0,124,34.4,495
1853,"26,27,28 January 2012 ",2011/12,2033,"McLean Park, Napier",2,F Mutizwa,6,11.0,11,0,2,2.1,51
1854,"26,27,28 January 2012 ",2011/12,2033,"McLean Park, Napier",3,F Mutizwa,18,50.0,61,0,2,0.3,143
1855,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,1,Azhar Ali,1,14.0,20,0,1,0.6,99
1856,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,2,IJL Trott,2,10.0,10,0,5,2.2,141
1857,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,3,Azhar Ali,157,442.0,533,0,16,6.6,365
1858,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,4,IJL Trott,18,64.0,79,0,48,25.2,252
1859,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",1,HM Amla,62,102.0,149,0,34,9.2,238
1860,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",2,BB McCullum,48,102.0,149,0,7,3.2,273
1861,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",3,HM Amla,2,4.0,3,0,45,11.2,435
1862,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",4,BB McCullum,58,91.0,154,1,16,7.6,137
1863,"15,16,17 March 2012 ",2011/12,2036,"Seddon Park, Hamilton",1,BB McCullum,61,133.0,197,0,11,5.2,185
1864,"15,16,17 March 2012 ",2011/12,2036,"Seddon Park, Hamilton",2,DW Steyn,4,5.0,8,0,14,4.4,253
1865,"15,16,17 March 2012 ",2011/12,2036,"Seddon Park, Hamilton",3,BB McCullum,5,10.0,9,0,1,1.6,168
1866,"15,16,17 March 2012 ",2011/12,2036,"Seddon Park, Hamilton",4,HM Amla,46,56.0,82,1,5,1.1,103
1867,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",1,HM Amla,63,98.0,124,0,13,5.1,474
1868,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",2,BB McCullum,31,56.0,70,0,86,35.3,275
1869,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",3,AB de Villiers,68,49.0,65,0,77,15.4,189
1870,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",4,BB McCullum,0,9.0,12,0,1,2.2,200
1871,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,1,KC Sangakkara,0,1.0,2,0,11,2.2,318
1872,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,2,IJL Trott,12,24.0,41,0,0,1.5,193
1873,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,3,KC Sangakkara,14,44.0,77,0,4,1.3,214
1874,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,4,IJL Trott,112,266.0,336,0,31,8.5,264
1875,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",1,KC Sangakkara,0,1.0,2,0,21,4.5,275
1876,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",2,IJL Trott,64,137.0,187,0,122,51.3,460
1877,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",3,TM Dilshan,35,66.0,123,0,23,8.2,278
1878,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",4,IJL Trott,5,15.0,31,0,0,0.6,97
1879,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",1,KA Edwards,61,107.0,146,0,38,17.3,449
1880,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",2,SR Watson,39,80.0,142,0,50,12.3,406
1881,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",3,KA Edwards,1,7.0,15,0,2,2.3,148
1882,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",4,SR Watson,52,57.0,93,0,31,10.2,192
1883,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",1,SR Watson,41,120.0,157,0,1,1.2,328
1884,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",2,KOA Powell,40,95.0,127,0,1,2.5,218
1885,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",3,SR Watson,5,13.0,18,0,17,3.4,259
1886,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",4,KOA Powell,24,52.0,77,0,0,2.5,294
1887,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",1,KA Edwards,1,14.0,26,0,13,8.5,243
1888,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",2,IJL Trott,58,134.0,226,0,47,11.5,398
1889,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",3,KA Edwards,0,4.0,8,0,36,12.5,345
1890,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",4,JM Anderson,6,5.0,11,0,1,1.2,193
1891,"25,26,27,28 May 2012 ",2012,2044,"Trent Bridge, Nottingham",1,KA Edwards,7,19.0,20,0,9,3.2,370
1892,"25,26,27,28 May 2012 ",2012,2044,"Trent Bridge, Nottingham",2,IJL Trott,35,54.0,72,0,43,17.4,428
1893,"25,26,27,28 May 2012 ",2012,2044,"Trent Bridge, Nottingham",3,DM Bravo,22,43.0,69,0,5,2.1,165
1894,"25,26,27,28 May 2012 ",2012,2044,"Trent Bridge, Nottingham",4,IJL Trott,17,27.0,20,1,89,24.1,111
1895,"7,8,9,10,11 June 2012 ",2012,2045,"Edgbaston, Birmingham",1,AB Fudadin,28,110.0,138,0,49,17.3,426
1896,"7,8,9,10,11 June 2012 ",2012,2045,"Edgbaston, Birmingham",2,IJL Trott,17,23.0,28,0,13,3.6,221
1897,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,1,KC Sangakkara,199,387.0,562,1,63,15.5,472
1898,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,2,Azhar Ali,0,1.0,1,0,17,4.2,100
1899,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,3,KC Sangakkara,1,15.0,25,0,81,19.6,137
1900,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,4,Azhar Ali,7,28.0,30,0,8,4.6,300
1901,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",1,Azhar Ali,157,295.0,458,0,78,21.3,551
1902,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",2,KC Sangakkara,192,351.0,511,0,11,3.6,391
1903,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",3,Abdur Rehman,36,22.0,27,0,51,10.3,100
1904,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",4,KC Sangakkara,24,22.0,40,1,48,11.6,86
1905,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,1,Azhar Ali,0,6.0,9,0,35,7.4,226
1906,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,2,KC Sangakkara,0,3.0,3,0,14,7.3,337
1907,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,3,Azhar Ali,136,284.0,371,0,16,2.2,380
1908,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,4,KC Sangakkara,74,125.0,211,1,44,10.2,195
1909,"19,20,21,22,23 July 2012 ",2012,2049,"Kennington Oval, London",1,IJL Trott,71,162.0,243,0,0,0.4,385
1910,"19,20,21,22,23 July 2012 ",2012,2049,"Kennington Oval, London",2,HM Amla,311,529.0,790,1,1,2.4,637
1911,"19,20,21,22,23 July 2012 ",2012,2049,"Kennington Oval, London",3,IJL Trott,10,27.0,41,0,2,1.2,240
1912,"25,26,27,28,29 July 2012 ",2012,2050,"Sir Vivian Richards Stadium, North Sound, Antigua",1,BB McCullum,25,43.0,50,0,97,38.3,351
1913,"25,26,27,28,29 July 2012 ",2012,2050,"Sir Vivian Richards Stadium, North Sound, Antigua",2,AB Fudadin,55,165.0,228,0,254,75.2,522
1914,"25,26,27,28,29 July 2012 ",2012,2050,"Sir Vivian Richards Stadium, North Sound, Antigua",3,BB McCullum,84,139.0,187,0,47,10.4,272
1915,"25,26,27,28,29 July 2012 ",2012,2050,"Sir Vivian Richards Stadium, North Sound, Antigua",4,AB Fudadin,7,21.0,24,1,77,13.4,102
1916,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",1,HM Amla,9,14.0,17,0,120,37.2,419
1917,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",2,IJL Trott,35,77.0,121,0,65,25.3,425
1918,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",3,HM Amla,28,41.0,58,0,120,37.2,258
1919,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",4,AJ Strauss (c),22,33.0,45,0,21,3.1,130
1920,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",1,BB McCullum,0,4.0,6,0,10,4.5,260
1921,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",2,AB Fudadin,5,10.0,12,0,11,8.3,209
1922,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",3,N Wagner,6,45.0,51,0,55,18.2,154
1923,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",4,AB Fudadin,27,74.0,121,0,20,2.2,206
1924,"16,17,18,19,20 August 2012 ",2012,2053,"Lord's, London",1,HM Amla,13,30.0,53,0,22,8.3,309
1925,"16,17,18,19,20 August 2012 ",2012,2053,"Lord's, London",2,IJL Trott,8,10.0,14,0,29,10.4,315
1926,"16,17,18,19,20 August 2012 ",2012,2053,"Lord's, London",3,HM Amla,121,205.0,287,0,46,21.5,351
1927,"16,17,18,19,20 August 2012 ",2012,2053,"Lord's, London",4,IJL Trott,63,159.0,213,0,5,1.2,294
1928,"23,24,25,26 August 2012 ",2012,2054,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,CA Pujara,159,306.0,468,0,49,9.6,438
1929,"23,24,25,26 August 2012 ",2012,2054,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,KS Williamson,32,92.0,114,0,25,7.3,159
1930,"23,24,25,26 August 2012 ",2012,2054,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,KS Williamson,52,163.0,197,0,26,14.3,164
1931,"31 August, 1,2,3 September 2012 ",2012,2055,"M.Chinnaswamy Stadium, Bengaluru",1,KS Williamson,17,44.0,74,0,0,1.5,365
1932,"31 August, 1,2,3 September 2012 ",2012,2055,"M.Chinnaswamy Stadium, Bengaluru",2,CA Pujara,9,17.0,30,0,5,3.4,353
1933,"31 August, 1,2,3 September 2012 ",2012,2055,"M.Chinnaswamy Stadium, Bengaluru",3,KS Williamson,13,37.0,57,0,30,5.3,248
1934,"31 August, 1,2,3 September 2012 ",2012,2055,"M.Chinnaswamy Stadium, Bengaluru",4,CA Pujara,48,104.0,122,0,77,11.5,262
1935,"9,10,11,12,13 November 2012 ",2012/13,2056,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,HM Amla,104,244.0,350.0,0,29,10.1,450
1936,"9,10,11,12,13 November 2012 ",2012/13,2056,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,RJ Quiney,9,12.0,14,0,13,4.4,565
1937,"9,10,11,12,13 November 2012 ",2012/13,2056,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,HM Amla,38,82.0,149,0,6,1.3,166
1938,"13,14,15,16,17 November 2012 ",2012/13,2057,"Shere Bangla National Stadium, Mirpur, Dhaka",1,DM Bravo,14,28.0,50,0,32,4.6,527
1939,"13,14,15,16,17 November 2012 ",2012/13,2057,"Shere Bangla National Stadium, Mirpur, Dhaka",2,Shahriar Nafees,31,27.0,39,0,25,4.5,556
1940,"13,14,15,16,17 November 2012 ",2012/13,2057,"Shere Bangla National Stadium, Mirpur, Dhaka",3,DM Bravo,76,121.0,183,0,20,6.4,273
1941,"13,14,15,16,17 November 2012 ",2012/13,2057,"Shere Bangla National Stadium, Mirpur, Dhaka",4,Shahriar Nafees,23,40.0,61,0,10,4.6,167
1942,"15,16,17,18,19 November 2012 ",2012/13,2058,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1,CA Pujara,206,389.0,513,1,134,29.5,521
1943,"15,16,17,18,19 November 2012 ",2012/13,2058,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2,JM Anderson,2,6.0,6,0,26,13.3,191
1944,"15,16,17,18,19 November 2012 ",2012/13,2058,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",3,IJL Trott,17,43.0,47,0,123,44.6,406
1945,"15,16,17,18,19 November 2012 ",2012/13,2058,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",4,V Kohli,14,21.0,17,1,57,9.5,80
1946,"17,18,19 November 2012 ",2012/13,2059,Galle International Stadium,1,KS Williamson,0,2.0,3,0,29,5.1,221
1947,"17,18,19 November 2012 ",2012/13,2059,Galle International Stadium,2,S Randiv,9,22.0,32,0,2,1.3,247
1948,"17,18,19 November 2012 ",2012/13,2059,Galle International Stadium,3,KS Williamson,10,35.0,57,0,18,3.5,118
1949,"21,22,23,24,25 November 2012 ",2012/13,2060,"Sheikh Abu Naser Stadium, Khulna",1,Shahriar Nafees,26,49.0,81,0,5,2.1,387
1950,"21,22,23,24,25 November 2012 ",2012/13,2060,"Sheikh Abu Naser Stadium, Khulna",2,DM Bravo,127,288.0,411,0,37,9.5,648
1951,"21,22,23,24,25 November 2012 ",2012/13,2060,"Sheikh Abu Naser Stadium, Khulna",3,Shahriar Nafees,21,30.0,61,0,1,0.3,287
1952,"22,23,24,25,26 November 2012 ",2012/13,2061,Adelaide Oval,1,RJ Quiney,0,8.0,9,0,43,10.3,550
1953,"22,23,24,25,26 November 2012 ",2012/13,2061,Adelaide Oval,2,HM Amla,11,26.0,48,0,138,41.2,388
1954,"22,23,24,25,26 November 2012 ",2012/13,2061,Adelaide Oval,3,RJ Quiney,0,2.0,2,0,77,16.1,267
1955,"22,23,24,25,26 November 2012 ",2012/13,2061,Adelaide Oval,4,HM Amla,17,28.0,38,0,3,0.6,248
1956,"23,24,25,26 November 2012 ",2012/13,2062,"Wankhede Stadium, Mumbai",1,CA Pujara,135,350.0,451,0,4,0.2,327
1957,"23,24,25,26 November 2012 ",2012/13,2062,"Wankhede Stadium, Mumbai",2,IJL Trott,0,6.0,8,0,66,31.4,413
1958,"23,24,25,26 November 2012 ",2012/13,2062,"Wankhede Stadium, Mumbai",3,CA Pujara,6,5.0,6,0,30,7.5,142
1959,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",1,KS Williamson,135,305.0,421,0,4,0.6,412
1960,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",2,KC Sangakkara,0,2.0,2,0,7,2.4,244
1961,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",3,KS Williamson,18,42.0,53,0,32,7.1,194
1962,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",4,KC Sangakkara,16,34.0,56,0,0,0.1,195
1963,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",1,HM Amla,11,43.0,69,0,38,11.3,225
1964,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",2,SR Watson,10,12.0,21,0,3,0.3,163
1965,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",3,HM Amla,196,221.0,350,0,28,6.6,569
1966,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",4,SR Watson,25,46.0,72,0,40,13.2,322
1967,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",1,CA Pujara,16,48.0,58,0,47,10.1,316
1968,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",2,IJL Trott,87,223.0,243,0,165,52.6,523
1969,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",3,CA Pujara,8,22.0,31,0,86,21.1,247
1970,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",4,IJL Trott,3,6.0,8,0,4,0.5,41
1971,"13,14,15,16,17 December 2012 ",2012/13,2066,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1,IJL Trott,44,133.0,168,0,3,4.2,330
1972,"13,14,15,16,17 December 2012 ",2012/13,2066,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2,CA Pujara,26,72.0,87,0,1,0.3,326
1973,"13,14,15,16,17 December 2012 ",2012/13,2066,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",3,IJL Trott,143,310.0,405,0,48,29.5,352
1974,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",1,PJ Hughes,86,166.0,220,0,18,5.3,450
1975,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",2,KC Sangakkara,4,16.0,21,0,25,9.3,336
1976,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",3,PJ Hughes,16,49.0,54,0,132,41.1,278
1977,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",4,KC Sangakkara,63,226.0,276,0,26,9.1,255
