,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
1591,"10,11,12,13 June 2010 ",2010,1960,"Queen's Park Oval, Port of Spain, Trinidad",4,BP Nash,13,16.0,,0,2,1.1,293
1592,"18,19,20,21,22 June 2010 ",2010,1961,"Warner Park, Basseterre, St Kitts",1,HM Amla,44,99.0,,0,99,23.1,543
1593,"18,19,20,21,22 June 2010 ",2010,1961,"Warner Park, Basseterre, St Kitts",2,N Deonarine,65,131.0,,0,13,3.4,546
1594,"18,19,20,21,22 June 2010 ",2010,1961,"Warner Park, Basseterre, St Kitts",3,HM Amla,41,84.0,,0,74,27.6,235
1595,"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",1,N Deonarine,46,106.0,,0,12,3.5,231
1596,"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",2,HM Amla,5,24.0,,0,17,2.1,346
1597,"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",3,N Deonarine,0,1.0,,0,27,4.4,161
1598,"26,27,28,29 June 2010 ",2010,1962,"Kensington Oval, Bridgetown, Barbados",4,HM Amla,25,20.0,,0,14,2.1,49
1599,"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",1,RT Ponting (c),26,39.0,66,0,8,4.4,253
1600,"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",2,Azhar Ali,16,43.0,45,0,11,6.1,148
1601,"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",3,RT Ponting (c),0,6.0,9,0,61,16.3,334
1602,"13,14,15,16 July 2010 ",2010,1963,"Lord's, London",4,Azhar Ali,42,87.0,121,0,50,15.1,289
1603,"18,19,20,21,22 July 2010 ",2010,1964,Galle International Stadium,1,KC Sangakkara (c),103,145.0,198,0,55,10.1,520
1604,"18,19,20,21,22 July 2010 ",2010,1964,Galle International Stadium,2,R Dravid,18,33.0,64,0,2,0.2,276
1605,"18,19,20,21,22 July 2010 ",2010,1964,Galle International Stadium,3,R Dravid,44,152.0,209,0,0,0.3,338
1606,"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",1,RT Ponting (c),6,21.0,40,0,20,6.1,88
1607,"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",2,Azhar Ali,30,66.0,77,0,80,19.4,258
1608,"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",3,RT Ponting (c),66,116.0,173,0,15,4.3,349
1609,"21,22,23,24 July 2010 ",2010,1965,"Headingley, Leeds",4,Azhar Ali,51,108.0,146,0,27,5.1,180
1610,"26,27,28,29,30 July 2010 ",2010,1966,"Sinhalese Sports Club Ground, Colombo",1,KC Sangakkara (c),219,335.0,399,0,99,18.1,642
1611,"26,27,28,29,30 July 2010 ",2010,1966,"Sinhalese Sports Club Ground, Colombo",2,R Dravid,3,18.0,19,0,165,36.1,707
1612,"26,27,28,29,30 July 2010 ",2010,1966,"Sinhalese Sports Club Ground, Colombo",3,KC Sangakkara (c),42,114.0,135,1,50,8.1,129
1613,"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",1,IJL Trott,38,67.0,114,0,42,8.4,354
1614,"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",2,Azhar Ali,14,48.0,64,0,5,4.4,182
1615,"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",3,IJL Trott,26,55.0,117,0,2,0.4,262
1616,"29,30,31 July, 1 August 2010 ",2010,1967,"Trent Bridge, Nottingham",4,Azhar Ali,0,2.0,2,0,10,3.1,80
1617,"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",1,KC Sangakkara (c),75,114.0,173,0,15,3.6,425
1618,"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",2,R Dravid,23,26.0,34,0,49,10.4,436
1619,"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",3,KC Sangakkara (c),28,49.0,79,0,32,9.5,267
1620,"3,4,5,6,7 August 2010 ",2010,1968,"P Sara Oval, Colombo",4,R Dravid,7,22.0,32,0,10,1.5,258
1621,"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",1,Azhar Ali,0,32.0,53,0,8,7.5,72
1622,"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",2,IJL Trott,55,125.0,229,0,44,11.3,251
1623,"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",3,Azhar Ali,19,82.0,127,0,1,2.6,296
1624,"6,7,8,9 August 2010 ",2010,1969,"Edgbaston, Birmingham",4,IJL Trott,53,101.0,138,1,7,2.4,118
1625,"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",1,IJL Trott,12,34.0,61,0,9,1.6,233
1626,"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",2,Wahab Riaz,27,75.0,115,0,48,17.3,308
1627,"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",3,JM Anderson,11,30.0,49,0,4,0.4,222
1628,"18,19,20,21 August 2010 ",2010,1970,"Kennington Oval, London",4,Salman Butt (c),48,64.0,90,0,5,0.5,148
1629,"26,27,28,29 August 2010 ",2010,1971,"Lord's, London",1,IJL Trott,184,383.0,554,0,31,11.1,446
1630,"26,27,28,29 August 2010 ",2010,1971,"Lord's, London",2,Salman Butt (c),26,58.0,85,0,9,3.3,74
1631,"26,27,28,29 August 2010 ",2010,1971,"Lord's, London",3,Salman Butt (c),21,45.0,54,0,7,3.4,147
1632,"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,RT Ponting (c),71,124.0,154,0,13,4.2,428
1633,"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,R Dravid,77,134.0,205,0,81,13.2,405
1634,"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,RT Ponting (c),4,4.0,4,0,87,18.1,192
1635,"1,2,3,4,5 October 2010 ",2010/11,1972,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,R Dravid,13,28.0,34,0,0,0.4,216
1636,"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",1,RT Ponting (c),77,147.0,204,0,99,27.5,478
1637,"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",2,R Dravid,1,7.0,7,0,37,8.2,495
1638,"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",3,RT Ponting (c),72,117.0,170,0,58,16.4,223
1639,"9,10,11,12,13 October 2010 ",2010/11,1973,"M.Chinnaswamy Stadium, Bengaluru",4,CA Pujara,72,89.0,129,0,17,2.2,207
1640,"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1,R Dravid,104,227.0,274,0,60,11.6,487
1641,"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2,BJ Watling,6,22.0,29,0,8,2.4,459
1642,"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",3,R Dravid,1,16.0,19,0,0,0.3,266
1643,"4,5,6,7,8 November 2010 ",2010/11,1974,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",4,BJ Watling,2,26.0,34,1,4,0.6,22
1644,"12,13,14,15,16 November 2010 ",2010/11,1975,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,MJ Guptill,85,160.0,203,0,4,3.2,350
1645,"12,13,14,15,16 November 2010 ",2010/11,1975,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,R Dravid,45,144.0,202,0,160,40.5,472
1646,"12,13,14,15,16 November 2010 ",2010/11,1975,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,MJ Guptill,18,67.0,67,0,125,35.4,448
1647,"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,1,HM Amla,80,152.0,178,0,153,41.1,380
1648,"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,2,Azhar Ali,56,172.0,236,0,105,33.2,248
1649,"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,3,HM Amla,118,225.0,323,1,47,14.6,318
1650,"12,13,14,15,16 November 2010 ",2010/11,1976,Dubai International Cricket Stadium,4,Azhar Ali,63,150.0,186,0,41,13.5,343
1651,"15,16,17,18,19 November 2010 ",2010/11,1977,Galle International Stadium,1,DM Bravo,58,159.0,187,0,110,24.5,580
1652,"15,16,17,18,19 November 2010 ",2010/11,1977,Galle International Stadium,2,KC Sangakkara (c),73,102.0,150,0,6,1.2,378
1653,"15,16,17,18,19 November 2010 ",2010/11,1977,Galle International Stadium,3,KC Sangakkara (c),4,7.0,9,0,102,26.5,241
1654,"20,21,22,23 November 2010 ",2010/11,1978,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1,LRPL Taylor,20,24.0,48,0,11,6.1,193
1655,"20,21,22,23 November 2010 ",2010/11,1978,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2,R Dravid,191,396.0,573,0,113,23.1,566
1656,"20,21,22,23 November 2010 ",2010/11,1978,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",3,GJ Hopkins †,8,35.0,50,0,18,8.5,175
1657,"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",1,HM Amla,4,10.0,8,0,2,1.3,584
1658,"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",2,Azhar Ali,90,175.0,233,0,2,0.3,434
1659,"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",3,AB de Villiers,25,29.0,36,0,81,15.2,203
1660,"20,21,22,23,24 November 2010 ",2010/11,1979,"Sheikh Zayed Stadium, Abu Dhabi",4,Azhar Ali,28,135.0,183,1,66,20.3,153
1661,"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",1,KC Sangakkara (c),150,268.0,403,0,10,4.3,387
1662,"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",2,DM Bravo,80,129.0,181,0,7,2.4,243
1663,"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",3,KC Sangakkara (c),1,4.0,6,1,55,13.5,57
1664,"23,24,25,26,27 November 2010 ",2010/11,1980,"R.Premadasa Stadium, Khettarama, Colombo",4,DM Bravo,0,19.0,20,1,9,4.6,12
1665,"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,IJL Trott,29,53.0,62,0,0,0.3,260
1666,"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,RT Ponting (c),10,26.0,34,0,78,25.2,481
1667,"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,IJL Trott,135,266.0,362,1,188,66.2,517
1668,"25,26,27,28,29 November 2010 ",2010/11,1981,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,RT Ponting (c),51,43.0,96,1,5,5.2,107
1669,"1,2,3,4,5 December 2010 ",2010/11,1982,Pallekele International Cricket Stadium,1,DM Bravo,68,117.0,195,0,0,0.1,303
1670,"3,4,5,6,7 December 2010 ",2010/11,1983,Adelaide Oval,1,RT Ponting (c),0,1.0,2,0,0,0.4,245
1671,"3,4,5,6,7 December 2010 ",2010/11,1983,Adelaide Oval,2,IJL Trott,78,144.0,213,0,3,1.3,620
1672,"3,4,5,6,7 December 2010 ",2010/11,1983,Adelaide Oval,3,RT Ponting (c),9,19.0,21,0,84,29.2,304
1673,"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",1,RT Ponting (c),12,10.0,11,0,2,1.6,268
1674,"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",2,IJL Trott,4,8.0,7,0,78,24.1,187
1675,"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",3,RT Ponting (c),1,9.0,17,0,31,12.2,309
1676,"16,17,18,19 December 2010 ",2010/11,1984,"W.A.C.A. Ground, Perth",4,IJL Trott,31,61.0,85,0,23,6.1,123
1677,"16,17,18,19,20 December 2010 ",2010/11,1985,"SuperSport Park, Centurion",1,R Dravid,14,42.0,61,0,1,2.1,136
1678,"16,17,18,19,20 December 2010 ",2010/11,1985,"SuperSport Park, Centurion",2,HM Amla,140,202.0,296,0,111,26.3,620
1679,"16,17,18,19,20 December 2010 ",2010/11,1985,"SuperSport Park, Centurion",3,R Dravid,43,109.0,159,0,137,29.3,459
1680,"26,27,28,29 December 2010 ",2010/11,1986,Melbourne Cricket Ground,1,RT Ponting (c),10,38.0,52,0,15,3.2,98
1681,"26,27,28,29 December 2010 ",2010/11,1986,Melbourne Cricket Ground,2,IJL Trott,168,345.0,486,1,159,51.1,513
1682,"26,27,28,29 December 2010 ",2010/11,1986,Melbourne Cricket Ground,3,RT Ponting (c),20,73.0,101.0,0,53,11.3,258
1683,"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",1,R Dravid,25,68.0,121,0,43,10.4,205
1684,"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",2,HM Amla,33,46.0,106,0,23,4.6,131
1685,"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",3,R Dravid,2,7.0,17,0,42,9.1,228
1686,"26,27,28,29 December 2010 ",2010/11,1987,"Kingsmead, Durban",4,HM Amla,16,16.0,19,0,63,12.1,215
1687,"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",1,HM Amla,59,80.0,110,0,17,6.3,362
1688,"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",2,R Dravid,5,16.0,21,0,19,6.3,364
1689,"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",3,PL Harris,0,8.0,9,0,50,13.4,341
1690,"2,3,4,5,6 January 2011 ",2010/11,1988,"Newlands, Cape Town",4,R Dravid,31,112.0,149,0,27,11.6,166
1691,"3,4,5,6,7 January 2011 ",2010/11,1989,Sydney Cricket Ground,1,UT Khawaja,37,95.0,120,0,55,29.3,280
1692,"3,4,5,6,7 January 2011 ",2010/11,1989,Sydney Cricket Ground,2,IJL Trott,0,6.0,6,0,98,22.2,644
1693,"3,4,5,6,7 January 2011 ",2010/11,1989,Sydney Cricket Ground,3,UT Khawaja,21,73.0,89,0,46,12.4,281
1694,"7,8,9 January 2011 ",2010/11,1990,"Seddon Park, Hamilton",1,MJ Guptill,50,164.0,227,0,9,1.5,275
1695,"7,8,9 January 2011 ",2010/11,1990,"Seddon Park, Hamilton",2,Azhar Ali,24,55.0,88,0,0,0.4,367
1696,"7,8,9 January 2011 ",2010/11,1990,"Seddon Park, Hamilton",3,MJ Guptill,11,35.0,42,0,36,11.6,110
1697,"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",1,KS Williamson,21,34.0,53,0,3,0.6,356
1698,"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",2,Azhar Ali,67,169.0,210,0,2,1.5,376
1699,"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",3,KS Williamson,15,43.0,73,0,120,35.3,293
1700,"15,16,17,18,19 January 2011 ",2010/11,1991,"Basin Reserve, Wellington",4,Azhar Ali,10,22.0,41,0,4,1.1,226
1701,"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",1,DM Bravo,25,85.0,101,0,15,5.4,226
1702,"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",2,Azhar Ali,34,73.0,106,0,5,1.2,160
1703,"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",3,DM Bravo,8,27.0,27,0,3,1.1,152
1704,"12,13,14,15 May 2011 ",2011,1992,"Providence Stadium, Guyana",4,Azhar Ali,0,2.0,1,0,2,1.3,178
1705,"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",1,Azhar Ali,67,196.0,230,0,17,7.3,272
1706,"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",2,DM Bravo,24,87.0,123,0,0,0.2,223
1707,"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",3,Azhar Ali,53,90.0,101,0,82,25.5,377
1708,"20,21,22,23,24 May 2011 ",2011,1993,"Warner Park, Basseterre, St Kitts",4,DM Bravo,50,144.0,179,0,5,2.3,230
1709,"26,27,28,29,30, May 2011 ",2011,1994,"Sophia Gardens, Cardiff",1,KC Sangakkara,11,16.0,26,0,93,32.4,400
1710,"26,27,28,29,30, May 2011 ",2011,1994,"Sophia Gardens, Cardiff",2,JM Anderson,1,16.0,13,0,46,19.1,496
1711,"26,27,28,29,30, May 2011 ",2011,1994,"Sophia Gardens, Cardiff",3,KC Sangakkara,14,38.0,63,0,1,1.6,82
1712,"3,4,5,6,7 June 2011 ",2011,1995,"Lord's, London",1,IJL Trott,2,9.0,13,0,5,2.6,486
1713,"3,4,5,6,7 June 2011 ",2011,1995,"Lord's, London",2,KC Sangakkara,26,93.0,110,0,207,53.5,479
1714,"3,4,5,6,7 June 2011 ",2011,1995,"Lord's, London",3,IJL Trott,58,75.0,122,0,0,0.2,335
1715,"3,4,5,6,7 June 2011 ",2011,1995,"Lord's, London",4,DPMD Jayawardene,25,71.0,77,0,13,4.2,127
1716,"16,17,18,19,20 June 2011 ",2011,1996,"The Rose Bowl, Southampton",1,KC Sangakkara (c),2,14.0,21,0,23,12.4,184
1717,"16,17,18,19,20 June 2011 ",2011,1996,"The Rose Bowl, Southampton",2,IJL Trott,4,17.0,23,0,4,2.2,377
1718,"16,17,18,19,20 June 2011 ",2011,1996,"The Rose Bowl, Southampton",3,KC Sangakkara (c),119,249.0,346,0,25,12.1,334
1719,"20,21,22,23 June 2011 ",2011,1997,"Sabina Park, Kingston, Jamaica",1,R Dravid,40,67.0,106,0,15,3.5,246
1720,"20,21,22,23 June 2011 ",2011,1997,"Sabina Park, Kingston, Jamaica",2,RR Sarwan,3,30.0,44,0,18,9.4,173
1721,"20,21,22,23 June 2011 ",2011,1997,"Sabina Park, Kingston, Jamaica",3,R Dravid,112,274.0,402,0,0,1.2,252
1722,"20,21,22,23 June 2011 ",2011,1997,"Sabina Park, Kingston, Jamaica",4,RR Sarwan,0,2.0,2,0,62,10.6,262
1723,"28,29,30 June, 1,2 July 2011 ",2011,1998,"Kensington Oval, Bridgetown, Barbados",1,R Dravid,5,21.0,35,0,1,1.3,201
1724,"28,29,30 June, 1,2 July 2011 ",2011,1998,"Kensington Oval, Bridgetown, Barbados",2,RR Sarwan,18,43.0,74,0,3,3.5,190
1725,"28,29,30 June, 1,2 July 2011 ",2011,1998,"Kensington Oval, Bridgetown, Barbados",3,R Dravid,55,171.0,219,0,26,7.5,269
1726,"28,29,30 June, 1,2 July 2011 ",2011,1998,"Kensington Oval, Bridgetown, Barbados",4,RR Sarwan,8,8.0,11,0,18,3.6,202
1727,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",1,KA Edwards,6,29.0,39,0,17,8.1,204
1728,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",2,R Dravid,5,11.0,13,0,13,6.1,347
1729,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",3,KA Edwards,110,195.0,294,0,8,5.3,322
1730,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",4,R Dravid,34,89.0,142,1,0,0.1,94
1731,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",1,IJL Trott,70,140.0,228,0,19,10.6,474
1732,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",2,R Dravid,103,220.0,330,1,63,18.2,286
1733,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",3,IJL Trott,22,55.0,80,0,23,10.6,269
1734,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",4,VVS Laxman,56,113.0,185,0,19,8.3,261
1735,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",1,IJL Trott,4,15.0,23,0,7,5.2,221
1736,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",2,VVS Laxman,54,112.0,150,0,0,0.1,288
1737,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",3,IR Bell,159,206.0,320,0,6,3.4,544
1738,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",4,VVS Laxman,4,7.0,11,0,6,3.6,158
1739,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,1,H Masakadza,104,244.0,306,0,102,29.3,370
1740,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,2,Shahriar Nafees,50,126.0,153,0,13,4.1,287
1741,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,3,H Masakadza,5,28.0,46,0,69,21.6,291
1742,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,4,Shahriar Nafees,9,37.0,56,0,65,13.5,244
1743,"10,11,12,13 August 2011 ",2011,2003,"Edgbaston, Birmingham",1,R Dravid,22,68.0,111,0,8,1.1,224
1744,"10,11,12,13 August 2011 ",2011,2003,"Edgbaston, Birmingham",2,IR Bell,34,43.0,64,0,186,55.6,710
1745,"10,11,12,13 August 2011 ",2011,2003,"Edgbaston, Birmingham",3,R Dravid,18,39.0,65,0,3,0.2,244
1746,"18,19,20,21,22 August 2011 ",2011,2004,"Kennington Oval, London",1,IR Bell,235,364.0,497,0,75,26.5,591
1747,"18,19,20,21,22 August 2011 ",2011,2004,"Kennington Oval, London",2,VVS Laxman,2,7.0,12,0,8,0.6,300
1748,"18,19,20,21,22 August 2011 ",2011,2004,"Kennington Oval, London",3,VVS Laxman,24,42.0,68,0,49,12.6,283
1749,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,1,RT Ponting,44,83.0,114,0,28,6.1,273
1750,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,2,KC Sangakkara,10,40.0,60,0,4,1.2,105
1751,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,3,RT Ponting,4,9.0,14,0,0,0.1,210
1752,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,4,KC Sangakkara,17,73.0,92,0,0,0.1,253
1753,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",1,H Masakadza,11,41.0,48,0,71,22.5,412
1754,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",2,Azhar Ali,75,193.0,256,0,8,1.6,466
1755,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",3,H Masakadza,8,27.0,47,0,9,3.2,141
1756,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",4,Azhar Ali,22,37.0,60,0,19,4.3,88
1757,"8,9,10,11,12 September 2011 ",2011,2007,Pallekele International Cricket Stadium,1,KC Sangakkara,48,121.0,192,0,2,2.4,174
1758,"8,9,10,11,12 September 2011 ",2011,2007,Pallekele International Cricket Stadium,2,SE Marsh,141,315.0,420,0,60,19.2,411
1759,"8,9,10,11,12 September 2011 ",2011,2007,Pallekele International Cricket Stadium,3,KC Sangakkara,69,165.0,209,0,81,26.5,317
1760,"16,17,18,19,20 September 2011 ",2011,2008,"Sinhalese Sports Club Ground, Colombo",1,SE Marsh,81,207.0,276,0,0,1.2,316
1761,"16,17,18,19,20 September 2011 ",2011,2008,"Sinhalese Sports Club Ground, Colombo",2,KC Sangakkara,79,176.0,227,0,56,25.4,473
1762,"16,17,18,19,20 September 2011 ",2011,2008,"Sinhalese Sports Club Ground, Colombo",3,SE Marsh,18,56.0,73,0,62,11.5,488
1763,"18,19,20,21,22 October 2011 ",2011/12,2009,"Sheikh Zayed Stadium, Abu Dhabi",1,KC Sangakkara,2,6.0,7,0,48,25.5,197
1764,"18,19,20,21,22 October 2011 ",2011/12,2009,"Sheikh Zayed Stadium, Abu Dhabi",2,Azhar Ali,70,198.0,261,0,118,38.3,511
1765,"18,19,20,21,22 October 2011 ",2011/12,2009,"Sheikh Zayed Stadium, Abu Dhabi",3,KC Sangakkara,211,431.0,644,0,0,0.1,483
1766,"18,19,20,21,22 October 2011 ",2011/12,2009,"Sheikh Zayed Stadium, Abu Dhabi",4,Azhar Ali,4,21.0,19,1,7,4.2,21
1767,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Shahriar Nafees,32,29.0,40,0,26,11.6,350
1768,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,KA Edwards,17,38.0,54,0,19,2.4,244
1769,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Shahriar Nafees,50,91.0,123,0,32,9.4,119
1770,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,KA Edwards,28,55.0,88,1,5,0.4,100
1771,"26,27,28,29 October 2011 ",2011/12,2011,Dubai International Cricket Stadium,1,KC Sangakkara,78,122.0,195,0,3,2.2,239
1772,"26,27,28,29 October 2011 ",2011/12,2011,Dubai International Cricket Stadium,2,Azhar Ali,100,242.0,316,0,63,21.1,403
1773,"26,27,28,29 October 2011 ",2011/12,2011,Dubai International Cricket Stadium,3,KC Sangakkara,30,99.0,139,0,22,13.1,257
1774,"26,27,28,29 October 2011 ",2011/12,2011,Dubai International Cricket Stadium,4,Azhar Ali,29,72.0,67,1,17,4.1,94
1775,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",1,KA Edwards,121,273.0,371,0,100,32.1,355
1776,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",2,Shahriar Nafees,7,8.0,8,0,14,2.3,231
1777,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",3,KA Edwards,86,204.0,263,0,0,0.2,383
1778,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",4,Shahriar Nafees,18,25.0,42,0,26,2.6,278
1779,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",1,KS Williamson,49,92.0,101,0,40,10.4,426
1780,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",2,H Masakadza,22,85.0,99,0,24,12.5,313
1781,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",3,KS Williamson,68,140.0,198,0,5,0.5,252
1782,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",4,H Masakadza,19,47.0,58,0,25,8.2,331
1783,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,1,KC Sangakkara,144,344.0,487,0,4,0.5,413
