,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
2805,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",3,SD Hope,1,6.0,18,0,55.0,16.5,223
2806,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",4,AD Mathews,31,80.0,125,0,,,226
2807,"14,15 June 2018 ",2018,2307,"M.Chinnaswamy Stadium, Bengaluru",1,CA Pujara,35,52.0,81,0,280.0,51.5,474
2808,"14,15 June 2018 ",2018,2307,"M.Chinnaswamy Stadium, Bengaluru",2,Afsar Zazai †,6,10.0,21,0,21.0,5.2,109
2809,"14,15 June 2018 ",2018,2307,"M.Chinnaswamy Stadium, Bengaluru",3,Mohammad Nabi,0,4.0,4,0,22.0,5.1,103
2810,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,BKG Mendis,45,83.0,,0,15.0,5.4,253
2811,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2,SD Hope,19,41.0,,0,115.0,40.6,300
2812,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",3,DM de Silva,3,15.0,,0,34.0,9.4,342
2813,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",4,SD Hope,39,115.0,,0,8.0,3.4,147
2814,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",1,SD Hope,11,49.0,,0,8.0,4.3,204
2815,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",2,BKG Mendis,22,59.0,,0,16.0,6.3,154
2816,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",3,SD Hope,0,2.0,,0,8.0,2.6,93
2817,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",4,BKG Mendis,25,44.0,,0,30.0,8.1,144
2818,"4,5,6 July 2018 ",2018,2310,"Sir Vivian Richards Stadium, North Sound, Antigua",1,Mushfiqur Rahim,0,2.0,,0,16.0,6.6,43
2819,"4,5,6 July 2018 ",2018,2310,"Sir Vivian Richards Stadium, North Sound, Antigua",2,D Bishoo,19,79.0,,0,194.0,64.1,406
2820,"4,5,6 July 2018 ",2018,2310,"Sir Vivian Richards Stadium, North Sound, Antigua",3,Mushfiqur Rahim,8,11.0,,0,14.0,3.6,144
2821,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,1,BKG Mendis,24,36.0,47,0,70.0,20.4,287
2822,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,2,HM Amla,15,36.0,38,0,9.0,6.3,126
2823,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,3,BKG Mendis,0,3.0,5,0,64.0,21.2,190
2824,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,4,T Bavuma,2,17.0,13,0,16.0,7.3,73
2825,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",1,SD Hope,29,79.0,,0,59.0,24.3,354
2826,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",2,Shakib Al Hasan (c),32,53.0,,0,20.0,6.5,149
2827,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",3,KOA Powell,18,27.0,,0,28.0,12.1,129
2828,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",4,Shakib Al Hasan (c),54,81.0,,0,40.0,11.5,168
2829,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",1,BKG Mendis,21,34.0,51,0,117.0,36.3,338
2830,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",2,HM Amla,19,58.0,60,0,8.0,3.2,124
2831,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",3,BKG Mendis,18,27.0,36,0,102.0,20.2,275
2832,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",4,HM Amla,6,18.0,38,0,80.0,23.3,290
2833,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",1,DJ Malan,8,14.0,23,0,98.0,35.1,287
2834,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",2,V Kohli (c),149,225.0,277,0,54.0,13.6,274
2835,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",3,DJ Malan,20,64.0,81,0,18.0,7.4,180
2836,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",4,V Kohli (c),51,93.0,185,0,22.0,7.3,162
2837,"9,10,11,12 August 2018 ",2018,2315,"Lord's, London",1,V Kohli (c),23,57.0,73,0,10.0,6.1,107
2838,"9,10,11,12 August 2018 ",2018,2315,"Lord's, London",2,OJ Pope,28,38.0,60,0,32.0,8.2,396
2839,"9,10,11,12 August 2018 ",2018,2315,"Lord's, London",3,AM Rahane,13,33.0,55,0,13.0,6.1,130
2840,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",1,V Kohli (c),97,152.0,243,0,65.0,20.6,329
2841,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",2,OJ Pope,10,22.0,34,0,54.0,12.1,161
2842,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",3,V Kohli (c),103,197.0,292,0,111.0,23.2,352
2843,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",4,OJ Pope,16,39.0,63,0,32.0,11.6,317
2844,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",1,JM Bairstow,6,16.0,33,0,15.0,7.1,246
2845,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",2,V Kohli (c),46,71.0,100,1,50.0,17.5,273
2846,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",3,JE Root (c),48,88.0,140,0,33.0,15.4,271
2847,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",4,V Kohli (c),58,130.0,170,0,17.0,6.6,184
2848,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",1,JE Root (c),0,3.0,4,0,133.0,63.2,332
2849,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",2,V Kohli (c),49,70.0,112,0,70.0,22.1,292
2850,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",3,JE Root (c),125,190.0,264,0,62.0,27.4,423
2851,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",4,V Kohli (c),0,1.0,3,0,1.0,2.6,345
2852,"4,5,6 October 2018 ",2018/19,2319,"Saurashtra Cricket Association Stadium, Rajkot",1,V Kohli (c),139,230.0,341,0,209.0,42.6,649
2853,"4,5,6 October 2018 ",2018/19,2319,"Saurashtra Cricket Association Stadium, Rajkot",2,SO Hetmyer,10,28.0,34,0,7.0,4.1,181
2854,"4,5,6 October 2018 ",2018/19,2319,"Saurashtra Cricket Association Stadium, Rajkot",3,SO Hetmyer,11,11.0,10,0,79.0,18.6,196
2855,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,1,Haris Sohail,110,240.0,369,0,222.0,69.3,482
2856,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,2,MR Marsh,12,48.0,59,0,160.0,59.2,202
2857,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,3,Azhar Ali,4,10.0,9,0,38.0,13.6,181
2858,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,4,MR Marsh,0,4.0,10,0,87.0,29.6,362
2859,"12,13,14 October 2018 ",2018/19,2321,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,SO Hetmyer,12,34.0,45,0,52.0,22.5,311
2860,"12,13,14 October 2018 ",2018/19,2321,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,V Kohli (c),45,78.0,86,0,98.0,18.4,367
2861,"12,13,14 October 2018 ",2018/19,2321,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,SO Hetmyer,17,29.0,38,0,6.0,3.3,127
2862,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",1,Haris Sohail,0,1.0,,0,57.0,19.5,282
2863,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",2,SE Marsh,3,9.0,,0,20.0,6.6,145
2864,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",3,Haris Sohail,17,63.0,,0,106.0,25.5,400
2865,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",4,MR Marsh,5,5.0,-,0,71.0,18.3,164
2866,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,1,SC Williams,88,173.0,,0,47.0,16.2,282
2867,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,2,Najmul Hossain Shanto,5,5.0,,0,14.0,8.3,143
2868,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,3,SC Williams,20,65.0,,0,47.0,18.2,181
2869,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,4,Mahmudullah (c),16,45.0,,0,67.0,27.3,169
2870,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,1,JE Root (c),35,46.0,,0,10.0,2.4,342
2871,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,2,BKG Mendis,19,32.0,,0,10.0,3.3,203
2872,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,3,JE Root (c),3,19.0,,0,67.0,26.3,322
2873,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,4,BKG Mendis,45,77.0,,0,59.0,25.2,250
2874,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Mohammad Mithun,0,4.0,,0,16.0,8.5,522
2875,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",2,BRM Taylor,110,194.0,-,0,40.0,28.4,304
2876,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Mohammad Mithun,67,110.0,,0,10.0,4.3,224
2877,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",4,SC Williams,13,33.0,-,1,70.0,25.4,224
2878,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,1,JE Root (c),14,23.0,,0,49.0,13.2,290
2879,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,2,DM de Silva,59,98.0,,0,31.0,14.4,336
2880,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,3,JE Root (c),124,146.0,,0,77.0,19.1,346
2881,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,4,BKG Mendis,1,7.0,,0,16.0,5.3,243
2882,"16,17,18.19 November 2018 ",2018/19,2327,"Sheikh Zayed Stadium, Abu Dhabi",1,LRPL Taylor,2,14.0,,0,35.0,14.4,153
2883,"16,17,18.19 November 2018 ",2018/19,2327,"Sheikh Zayed Stadium, Abu Dhabi",2,Haris Sohail,38,76.0,,0,27.0,8.3,227
2884,"16,17,18.19 November 2018 ",2018/19,2327,"Sheikh Zayed Stadium, Abu Dhabi",3,LRPL Taylor,19,19.0,,0,86.0,33.4,249
2885,"16,17,18.19 November 2018 ",2018/19,2327,"Sheikh Zayed Stadium, Abu Dhabi",4,Haris Sohail,4,3.0,,0,44.0,13.1,171
2886,"22,23,24 November 2018 ",2018/19,2328,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Mohammad Mithun,20,50.0,68,0,105.0,26.5,324
2887,"22,23,24 November 2018 ",2018/19,2328,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,SW Ambris,19,69.0,75,0,30.0,11.1,246
2888,"22,23,24 November 2018 ",2018/19,2328,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Mohammad Mithun,17,35.0,50,0,13.0,2.4,125
2889,"22,23,24 November 2018 ",2018/19,2328,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,SW Ambris,43,62.0,130,0,11.0,4.5,139
2890,"23.24.25,26 November 2018 ",2018/19,2329,"Sinhalese Sports Club Ground, Colombo",1,JE Root (c),46,79.0,,0,36.0,10.5,336
2891,"23.24.25,26 November 2018 ",2018/19,2329,"Sinhalese Sports Club Ground, Colombo",2,BKG Mendis,27,36.0,,0,173.0,47.3,240
2892,"23.24.25,26 November 2018 ",2018/19,2329,"Sinhalese Sports Club Ground, Colombo",3,JE Root (c),7,9.0,,0,20.0,10.1,230
2893,"23.24.25,26 November 2018 ",2018/19,2329,"Sinhalese Sports Club Ground, Colombo",4,BKG Mendis,86,129.0,,0,24.0,8.3,284
2894,"24,25,26,27 November 2018 ",2018/19,2330,Dubai International Cricket Stadium,1,Haris Sohail,147,421.0,,0,25.0,9.4,418
2895,"24,25,26,27 November 2018 ",2018/19,2330,Dubai International Cricket Stadium,2,LRPL Taylor,0,2.0,,1,61.0,27.1,90
2896,"24,25,26,27 November 2018 ",2018/19,2330,Dubai International Cricket Stadium,3,LRPL Taylor,82,128.0,,0,66.0,26.2,312
2897,"30 November, 1,2 December 2018 ",2018/19,2331,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Mohammad Mithun,29,61.0,,0,87.0,33.5,508
2898,"30 November, 1,2 December 2018 ",2018/19,2331,"Shere Bangla National Stadium, Mirpur, Dhaka",2,SW Ambris,7,12.0,,0,6.0,5.3,111
2899,"30 November, 1,2 December 2018 ",2018/19,2331,"Shere Bangla National Stadium, Mirpur, Dhaka",3,SW Ambris,4,20.0,,0,14.0,3.6,213
2900,"3,4,5,6,7 December 2018 ",2018/19,2332,"Sheikh Zayed Stadium, Abu Dhabi",1,LRPL Taylor,0,1.0,,0,70.0,22.2,274
2901,"3,4,5,6,7 December 2018 ",2018/19,2332,"Sheikh Zayed Stadium, Abu Dhabi",2,Haris Sohail,34,91.0,,0,17.0,5.2,348
2902,"3,4,5,6,7 December 2018 ",2018/19,2332,"Sheikh Zayed Stadium, Abu Dhabi",3,WER Somerville,4,34.0,,0,24.0,11.4,353
2903,"3,4,5,6,7 December 2018 ",2018/19,2332,"Sheikh Zayed Stadium, Abu Dhabi",4,Haris Sohail,9,28.0,,0,32.0,11.3,156
2904,"06,07,08,09,10 December 2018 ",2018/19,2333,Adelaide Oval,1,V Kohli (c),3,16.0,17,0,15.0,6.6,250
2905,"06,07,08,09,10 December 2018 ",2018/19,2333,Adelaide Oval,2,SE Marsh,2,19.0,25,0,45.0,21.1,235
2906,"06,07,08,09,10 December 2018 ",2018/19,2333,Adelaide Oval,3,V Kohli (c),34,104.0,132,0,76.0,24.2,307
2907,"06,07,08,09,10 December 2018 ",2018/19,2333,Adelaide Oval,4,SE Marsh,60,166.0,232,0,44.0,16.2,291
2908,"14,15,16,17,18 December 2018 ",2018/19,2334,Perth Stadium,1,SE Marsh,45,98.0,120,0,130.0,45.6,326
2909,"14,15,16,17,18 December 2018 ",2018/19,2334,Perth Stadium,2,V Kohli (c),123,257.0,373,0,8.0,5.1,283
2910,"14,15,16,17,18 December 2018 ",2018/19,2334,Perth Stadium,3,SE Marsh,5,11.0,16,0,64.0,20.5,243
2911,"14,15,16,17,18 December 2018 ",2018/19,2334,Perth Stadium,4,V Kohli (c),17,40.0,64,0,13.0,3.5,140
2912,"15,16,17,18 19 December 2018 ",2018/19,2335,"Basin Reserve, Wellington",1,BKG Mendis,2,4.0,4,0,7.0,3.2,282
2913,"15,16,17,18 19 December 2018 ",2018/19,2335,"Basin Reserve, Wellington",2,LRPL Taylor,50,88.0,102,0,221.0,59.3,578
2914,"15,16,17,18 19 December 2018 ",2018/19,2335,"Basin Reserve, Wellington",3,BKG Mendis,141,335.0,455,0,10.0,4.5,287
2915,"26,27,28,29,30 December 2018 ",2018/19,2336,"Hagley Oval, Christchurch",1,LRPL Taylor,27,46.0,76,0,17.0,10.1,178
2916,"26,27,28,29,30 December 2018 ",2018/19,2336,"Hagley Oval, Christchurch",2,BKG Mendis,15,32.0,46,0,20.0,7.2,104
2917,"26,27,28,29,30 December 2018 ",2018/19,2336,"Hagley Oval, Christchurch",3,LRPL Taylor,40,44.0,64,0,189.0,70.1,585
2918,"26,27,28,29,30 December 2018 ",2018/19,2336,"Hagley Oval, Christchurch",4,BKG Mendis,67,147.0,225,0,9.0,1.5,236
2919,"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,1,V Kohli (c),82,204.0,305,0,123.0,54.5,443
2920,"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,2,SE Marsh,19,61.0,81,0,36.0,13.3,151
2921,"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,3,V Kohli (c),0,4.0,6,0,28.0,14.2,106
2922,"26,27,28,29,30 December 2018 ",2018/19,2337,Melbourne Cricket Ground,4,SE Marsh,44,72.0,90,0,33.0,9.2,261
2923,"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",1,Azhar Ali,36,69.0,103,0,17.0,6.1,181
2924,"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",2,TB de Bruyn,29,71.0,89,0,43.0,13.2,223
2925,"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",3,Azhar Ali,0,3.0,8,0,101.0,28.5,190
2926,"26,27,28 December 2018 ",2018/19,2338,"SuperSport Park, Centurion",4,TB de Bruyn,10,15.0,19,1,119.0,41.3,151
2927,"3,4,5,6,7 January 2019 ",2018/19,2339,Sydney Cricket Ground,1,V Kohli (c),23,59.0,,0,126.0,33.6,622
2928,"3,4,5,6,7 January 2019 ",2018/19,2339,Sydney Cricket Ground,2,SE Marsh,8,13.0,,0,128.0,42.6,300
2929,"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",1,Azhar Ali,2,19.0,23,0,13.0,7.1,177
2930,"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",2,TB de Bruyn,13,32.0,58,0,123.0,29.6,431
2931,"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",3,Asad Shafiq,88,118.0,165,0,27.0,10.1,294
2932,"3,4,5,6 January 2019 ",2018/19,2340,"Newlands, Cape Town",4,F du Plessis (c),3,6.0,14,1,,,43
2933,"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",1,TB de Bruyn,49,82.0,104,0,132.0,34.4,262
2934,"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",2,Mohammad Abbas,11,51.0,86,0,6.0,3.6,185
2935,"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",3,TB de Bruyn,7,17.0,35,0,29.0,8.4,303
2936,"11,12,13,14 January 2019 ",2018/19,2341,"The Wanderers Stadium, Johannesburg",4,Asad Shafiq,65,71.0,108,0,74.0,23.6,273
2937,"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",1,DM Bravo,2,5.0,8,0,126.0,46.4,289
2938,"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",2,JE Root (c),4,14.0,22,0,35.0,11.5,77
2939,"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",3,DM Bravo,1,4.0,6,0,60.0,19.2,415
2940,"23,24,25,26 January 2019 ",2018/19,2342,"Kensington Oval, Bridgetown, Barbados",4,JE Root (c),22,39.0,64,0,134.0,43.5,246
2941,"24,25,26 January 2019 - day/night match ",2018/19,2343,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,BKG Mendis,14,44.0,62,0,31.0,11.6,144
2942,"24,25,26 January 2019 - day/night match ",2018/19,2343,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,NM Lyon,1,23.0,28,0,72.0,22.1,323
2943,"24,25,26 January 2019 - day/night match ",2018/19,2343,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,BKG Mendis,1,7.0,9.0,0,17.0,7.2,139
2944,"31 January, 1,2 February 2019 ",2018/19,2344,"Sir Vivian Richards Stadium, North Sound, Antigua",1,JE Root (c),7,17.0,31,0,16.0,9.1,187
2945,"31 January, 1,2 February 2019 ",2018/19,2344,"Sir Vivian Richards Stadium, North Sound, Antigua",2,DM Bravo,50,216.0,342,0,133.0,52.4,306
2946,"31 January, 1,2 February 2019 ",2018/19,2344,"Sir Vivian Richards Stadium, North Sound, Antigua",3,JE Root (c),7,13.0,22,0,49.0,16.6,132
2947,"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",1,M Labuschagne,6,11.0,17,0,15.0,5.3,534
2948,"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",2,BKG Mendis,6,4.0,12,0,101.0,34.1,215
2949,"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",3,M Labuschagne,4,23.0,36,1,25.0,6.5,196
2950,"1,2,3,4 February 2019 ",2018/19,2345,"Manuka Oval, Canberra",4,N Dickwella †,27,42.0,73,0,28.0,12.6,149
2951,"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,JE Root (c),15,54.0,78,0,69.0,32.2,277
2952,"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2,DM Bravo,6,30.0,54,0,57.0,18.4,154
2953,"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",3,JE Root (c),122,225.0,317,0,73.0,27.1,361
2954,"9,10,11,12 February 2019 ",2018/19,2346,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",4,DM Bravo,0,11.0,19,0,10.0,2.2,252
2955,"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",1,T Bavuma,47,66.0,117,0,9.0,6.1,235
2956,"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",2,BKG Mendis,12,24.0,43,0,51.0,18.2,191
2957,"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",3,T Bavuma,3,16.0,14,0,70.0,19.1,259
2958,"13,14,15,16 February 2019 ",2018/19,2347,"Kingsmead, Durban",4,BKG Mendis,0,8.0,11,0,42.0,16.3,304
2959,"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",1,T Bavuma,0,2.0,5,0,15.0,5.4,222
2960,"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",2,BKG Mendis,16,15.0,22.0,0,34.0,14.5,154
2961,"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",3,T Bavuma,6,25.0,49,0,31.0,9.6,128
2962,"21,22,23 February 2019 ",2018/19,2348,"St George's Park, Port Elizabeth",4,BKG Mendis,84,110.0,148,1,34.0,10.1,197
2963,"28 February, 1,2,3 March 2019 ",2018/19,2349,"Seddon Park, Hamilton",1,Mohammad Mithun,8,24.0,34,0,121.0,26.4,234
2964,"28 February, 1,2,3 March 2019 ",2018/19,2349,"Seddon Park, Hamilton",2,LRPL Taylor,4,19.0,29,1,333.0,84.3,715
2965,"28 February, 1,2,3 March 2019 ",2018/19,2349,"Seddon Park, Hamilton",3,Mohammad Mithun,0,4.0,9,0,100.0,23.6,429
2966,"8,9,10,11,12 March 2019 ",2018/19,2350,"Basin Reserve, Wellington",1,Mohammad Mithun,3,10.0,14,0,119.0,32.3,211
2967,"8,9,10,11,12 March 2019 ",2018/19,2350,"Basin Reserve, Wellington",2,LRPL Taylor,200,212.0,321,0,8.0,8.3,432
2968,"8,9,10,11,12 March 2019 ",2018/19,2350,"Basin Reserve, Wellington",3,Mohammad Mithun,47,105.0,162,0,20.0,6.3,209
2969,"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",1,JA McCollum,4,9.0,,0,41.0,9.4,172
2970,"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",2,Hashmatullah Shahidi,61,154.0,,0,68.0,20.5,314
2971,"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",3,JA McCollum,39,96.0,,0,33.0,16.2,288
2972,"15,16,17,18 March 2019 ",2018/19,2351,"Rajiv Gandhi International Cricket Stadium, Dehradun",4,Mohammad Nabi,1,1.0,,0,144.0,47.3,149
2973,"24,25,26 July 2019 ",2019,2352,"Lord's, London",1,JE Root (c),2,7.0,15,0,36.0,9.5,85
2974,"24,25,26 July 2019 ",2019,2352,"Lord's, London",2,PR Stirling,36,43.0,66,0,45.0,18.4,207
2975,"24,25,26 July 2019 ",2019,2352,"Lord's, London",3,JL Denly,10,31.0,55,0,171.0,40.3,303
2976,"24,25,26 July 2019 ",2019,2352,"Lord's, London",4,PR Stirling,0,2.0,4,0,18.0,6.6,38
2977,"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",1,SPD Smith,144,219.0,336,0,17.0,7.3,284
2978,"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",2,JL Denly,18,36.0,54,0,154.0,49.6,374
2979,"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",3,SPD Smith,142,207.0,326,0,27.0,9.1,487
2980,"1,2,3,4,5 August 2019 ",2019,2353,"Edgbaston, Birmingham",4,JL Denly,11,16.0,19,0,60.0,21.2,146
2981,"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,1,LRPL Taylor,86,132.0,155,0,64.0,26.6,249
2982,"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,2,AD Mathews,50,98.0,136,0,66.0,22.5,267
2983,"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,3,LRPL Taylor,3,5.0,10,0,20.0,14.4,285
2984,"14,15,16,17,18 August 2019 ",2019,2354,Galle International Stadium,4,AD Mathews,28,73.0,115,0,174.0,61.5,268
2985,"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",1,JL Denly,30,67.0,101,0,26.0,9.1,258
2986,"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",2,SPD Smith,92,161.0,264,0,60.0,22.5,250
2987,"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",3,JL Denly,26,51.0,67,0,9.0,4.2,258
2988,"14,15,16,17,18 August 2019 ",2019,2355,"Lord's, London",4,M Labuschagne,59,100.0,135,0,19.0,5.3,154
2989,"22,23,24,25,26 August 2019 ",2019,2356,"P Sara Oval, Colombo",1,AD Mathews,2,29.0,40,0,79.0,32.3,244
2990,"22,23,24,25,26 August 2019 ",2019,2356,"P Sara Oval, Colombo",2,LRPL Taylor,23,43.0,62,0,34.0,12.5,431
2991,"22,23,24,25,26 August 2019 ",2019,2356,"P Sara Oval, Colombo",3,AD Mathews,7,30.0,43,0,4.0,2.2,122
2992,"22,23,24,25 August 2019 ",2019,2357,"Headingley, Leeds",1,M Labuschagne,74,129.0,215,0,25.0,8.4,179
